property_id,host_id,city,state,country,lat,long,listing_name,property_type,guests,bedrooms,beds,bathrooms,has_ac,has_wifi,has_pool,has_kitchen,has_parking,amenities_count,price,prediction,price_delta,is_superhost,host_rating,host_response_rate,host_number_of_reviews,hosts_year,review_total,review_positive,review_negative,review_sentiment,rating_cleanliness,rating_communication,rating_checkin,rating_location,rating_value,review_advantages,review_disadvantages,review_suggestions,walk_score,poi_total,tourism_density
981074066947579180,176815192,Paris,Ile-de-France,France,48.83352,2.34988,Entire Place in Paris,entire_place,4,1,1,1.0,0,0,0,1,1,25,403.33,620.0724849385595,216.74248493855947,0,5.0,100,2,2,2,2,0,1.0,,,,,,Beautiful Place (1x); Highly Recommend (1x); Will Return (1x),No issues identified,No issues identified - keep up the great work!,74.0,77.20967741935483,2.3978952727983707
6857305,35265386,Paris,Ile-de-France,France,48.88267,2.36839,Entire Place in Paris,entire_place,4,1,1,1.0,0,1,0,1,1,33,191.9,510.23916890141504,318.33916890141506,0,4.7,100,116,10,24,23,1,0.898,4.6,4.9,4.8,4.7,4.6,Great Location (5x); Highly Recommend (5x); Very Comfortable (3x); Walkable (2x); Quiet Area (2x),Dirty General (1x); Dirty Bathroom (1x); Noise General (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water || [Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",74.6,77.20967741935483,3.49650756146648
16349315,12004186,Paris,Ile-de-France,France,48.87112901051115,2.351395562977885,Entire Place in Paris,entire_place,4,2,2,1.0,0,1,0,1,1,31,189.46,415.03864732252976,225.57864732252975,1,4.88,100,82,10,24,24,0,0.999,4.7,5.0,4.9,4.9,4.8,Very Comfortable (5x); Responsive Host (5x); Walkable (4x); Quiet Area (3x); Spacious (2x),Overpriced (1x); Too Small (1x),"[Overpriced]: You can develop and evolve your Smart Pricing strategy over time. This includes adjusting minimum and maximum prices, as well as setting custom prices, promotions, and discounts for the dates you’ve chosen to override Smart Pricing. || [Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",74.1,77.20967741935483,4.90527477843843
927955989840054947,523604549,Paris,Ile-de-France,France,48.8745,2.344,Entire Place in Paris,entire_place,6,5,5,3.0,0,1,0,1,0,43,287.06,438.65963490237544,151.59963490237544,0,4.9,88,10,2,10,9,1,0.839,4.6,5.0,4.8,5.0,4.8,Spacious (3x); Responsive Host (2x); Quiet Area (1x); Central (1x); Highly Recommend (1x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,70.9,177.0,4.812184355372417
3689022,8462149,Paris,Ile-de-France,France,48.86883,2.34436,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,1,30,145.58,212.06903152374272,66.48903152374271,1,4.35,100,57,11,24,23,1,0.922,4.2,4.8,4.7,4.9,4.4,Great Location (5x); Highly Recommend (4x); Very Comfortable (4x); Will Return (3x); Beautiful Place (2x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,87.7,155.0,4.127134385045092
860144682682633827,36377252,Paris,Ile-de-France,France,48.85447432574367,2.374501141841372,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,11,150.18,299.2767947880115,149.0967947880115,0,4.89,100,9,2,9,9,0,1.0,5.0,5.0,5.0,4.8,4.9,Very Clean (2x); Great Location (1x); Great Host (1x); Will Return (1x); Highly Recommend (1x),No issues identified,No issues identified - keep up the great work!,75.4,77.20967741935483,4.356708826689592
988997751082860469,4424807,Paris,Ile-de-France,France,48.8584,2.3275,Entire Place in Paris,entire_place,2,1,1,1.0,1,1,0,1,0,29,287.06,508.5195261263922,221.45952612639218,0,4.78,100,9,13,23,21,2,0.827,5.0,4.8,4.9,5.0,4.7,Walkable (7x); Great Location (6x); Very Clean (4x); Highly Recommend (3x); Well Equipped (3x),No issues identified,Note: 2 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,75.7,77.20967741935483,3.1354942159291497
22915152,93011789,Paris,Ile-de-France,France,48.86606965486517,2.36985907494796,Entire Place in Paris,entire_place,3,2,2,1.0,0,1,0,1,0,47,400.73,401.9411166702572,1.2111166702571836,1,4.88,100,75,6,24,22,2,0.837,4.8,4.9,4.6,4.9,4.6,Very Comfortable (6x); Well Equipped (4x); Responsive Host (4x); Great Location (4x); Walkable (4x),Too Small (1x); Dirty Kitchen (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Dirty Kitchen]: All dishes, cookware, and utensils are clean and put away.",74.6,77.20967741935483,4.304065093204169
770316567391783982,5770486,Paris,Ile-de-France,France,48.86598737691619,2.378020783284543,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,1,55,222.18,117.57726850634408,-104.60273149365592,1,5.0,100,30,2,48,46,2,0.917,5.0,5.0,5.0,5.0,5.0,Very Clean (18x); Responsive Host (10x); Very Comfortable (8x); Spacious (8x); Well Equipped (8x),Noise Street (2x),[Noise Street]: Location. How did the guest feel about the area and neighborhood?,74.6,77.20967741935483,4.0943445622221
1106997835821541848,257597858,Paris,Ile-de-France,France,48.8655,2.3471,Entire Place in Paris,entire_place,3,2,2,1.5,1,1,0,1,1,41,395.85,822.2349525353522,426.3849525353522,1,4.75,100,122,5,1,1,0,1.0,,,,,,No specific themes identified,No issues identified,No issues identified - keep up the great work!,98.3,180.0,5.683579767338681
928851697118320254,50502817,Paris,Ile-de-France,France,48.85263566900621,2.318492187270365,Entire Place in Paris,entire_place,3,1,1,1.0,0,1,0,1,0,26,215.87,720.7722286523621,504.90222865236206,0,4.49,100,5311,10,16,14,2,0.738,4.1,4.7,4.2,4.7,4.4,Well Equipped (4x); Quiet Area (4x); Great Location (2x); Responsive Host (2x); Highly Recommend (2x),Dirty General (2x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California.",0.2,0.0,3.091042453358316
867251904464621937,509554688,Paris,Ile-de-France,France,48.8696,2.3699,Entire Place in Paris,entire_place,4,3,3,1.0,0,1,0,1,0,36,318.0,595.1001900351889,277.1001900351889,0,4.95,100,22,2,22,22,0,1.0,5.0,5.0,5.0,5.0,4.8,Highly Recommend (4x); Spacious (4x); Will Return (4x); Perfect Stay (3x); Quiet Area (3x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",74.1,77.20967741935483,4.304065093204169
880462047308507179,512353870,Paris,Ile-de-France,France,48.8549,2.3682,Entire Place in Paris,entire_place,3,1,1,1.0,0,1,0,1,0,21,297.77,230.99586362101684,-66.77413637898314,0,4.86,100,36,2,24,24,0,0.984,4.9,5.0,4.9,5.0,4.7,Responsive Host (6x); Will Return (6x); Great Location (4x); Great Host (2x); Very Clean (2x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",75.2,77.20967741935483,4.127134385045092
1095839091884665133,20073379,Paris,Ile-de-France,France,48.856,2.3665,Entire Place in Paris,entire_place,4,1,1,1.0,0,1,0,1,0,36,436.0,547.9190826595911,111.91908265959114,1,4.72,100,443,11,6,6,0,1.0,5.0,5.0,5.0,5.0,5.0,Very Clean (4x); Great Host (2x); Will Return (2x); Responsive Host (2x); Well Equipped (2x),No issues identified,No issues identified - keep up the great work!,74.5,77.20967741935483,4.219507705176107
604997691749151091,454285681,Paris,Ile-de-France,France,48.83555,2.35339,Entire Place in Paris,entire_place,4,1,1,1.0,0,1,0,1,0,21,232.0,424.9097650829858,192.9097650829858,1,4.9,100,39,3,24,23,1,0.911,4.9,4.9,5.0,4.9,4.7,Will Return (5x); Well Equipped (4x); Spacious (3x); Walkable (2x); Responsive Host (2x),Noise General (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",74.7,77.20967741935483,3.784189633918261
772309023125946843,485484872,Paris,Ile-de-France,France,48.8715,2.3515,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,35,128.0,182.86527426538217,54.86527426538217,1,4.9,100,78,3,24,23,1,0.924,4.8,5.0,4.9,4.9,4.8,Will Return (5x); Responsive Host (5x); Well Equipped (3x); Walkable (2x); Very Clean (2x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,74.1,77.20967741935483,4.90527477843843
1038905827338722922,495824206,Paris,Ile-de-France,France,48.8532,2.3424,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,1,36,126.0,337.09842006209436,211.09842006209436,0,4.55,99,474,2,10,8,2,0.595,4.1,4.5,4.6,4.5,4.0,Great Location (4x); Good Bed (1x); Responsive Host (1x),Too Small (2x); Dirty Bathroom (1x); Smell Issues (1x); Bugs Pests (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Dirty Bathroom]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water || [Smell Issues]: Everyone has a different sense of smell. Strong scents of any kind can be off-putting to guests. Trying to mask odors with bleach, air fresheners, or other solutions usually doesn’t work, Diana says.",87.0,185.0,4.727387818712341
818056067401997330,50978178,Paris,Ile-de-France,France,48.8631,2.3546,Entire Place in Paris,entire_place,4,1,1,1.0,0,1,0,1,1,34,277.16,571.5793222173563,294.4193222173563,0,4.22,86,14236,9,14,13,1,0.842,4.8,4.1,4.7,4.7,4.4,Very Clean (3x); Highly Recommend (2x); Walkable (2x); Well Equipped (1x); Perfect Stay (1x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,74.3,77.20967741935483,5.181783550292085
39192734,50978178,Paris,Ile-de-France,France,48.8659,2.3367,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,15,356.28,289.9820753342045,-66.29792466579545,0,4.22,86,14236,9,16,15,1,0.873,4.5,4.2,4.5,4.9,4.1,Very Clean (3x); Well Equipped (2x); Very Comfortable (2x); Walkable (1x); Perfect Stay (1x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,88.4,185.0,4.762173934797756
42875452,50978178,Paris,Ile-de-France,France,48.8732,2.3392,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,19,303.13,421.35613166062944,118.22613166062945,0,4.22,86,14236,9,21,19,2,0.807,4.6,4.5,4.5,4.8,4.4,Will Return (3x); Very Clean (2x); Very Comfortable (2x); Good Value (1x); Beautiful Place (1x),Noise General (1x); Too Small (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",75.4,77.20967741935483,4.143134726391533
1173055154308544331,399846512,Paris,Ile-de-France,France,48.857,2.3745,Entire Place in Paris,entire_place,4,1,1,1.0,0,1,0,1,0,7,146.0,705.2570075154551,559.2570075154551,0,5.0,100,1,8,1,1,0,1.0,,,,,,Quiet Area (1x); Well Equipped (1x),No issues identified,No issues identified - keep up the great work!,75.5,77.20967741935483,3.828641396489095
940497189024183408,593333778,Paris,Ile-de-France,France,48.873,2.3416,Entire Place in Paris,entire_place,6,2,2,2.0,1,1,0,1,0,39,517.0,966.9729280039998,449.97292800399975,1,4.86,100,276,10,23,23,0,0.985,4.8,4.8,4.7,4.8,4.6,Great Location (6x); Responsive Host (5x); Walkable (4x); Spacious (4x); Very Comfortable (3x),Noise General (2x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy.",74.0,77.20967741935483,4.812184355372417
17316722,20858683,Paris,Ile-de-France,France,48.85871,2.37541,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,9,116.0,547.1019488164777,431.1019488164777,0,4.0,100,2,2,2,1,1,0.001,,,,,,Responsive Host (1x); Highly Recommend (1x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,74.1,77.20967741935483,4.3694478524670215
1038522290460271737,456251316,Paris,Ile-de-France,France,48.85356,2.37064,Entire Place in Paris,entire_place,3,1,1,1.5,0,1,0,1,0,25,224.98,789.0172023536925,564.0372023536925,1,4.73,100,192,3,24,22,2,0.844,4.9,5.0,4.9,4.7,4.8,Responsive Host (6x); Great Location (6x); Will Return (4x); Very Comfortable (4x); Very Clean (3x),Noise General (4x); Noise Street (1x),"[Noise General]: Include a short, descriptive listing title. Check that your title offers a unique, accurate perspective of your home and surroundings. For example, “Quiet studio near Uffizi” conveys in a few words that the place is a peaceful, centrally located apartment in Florence, Italy. || [Noise Street]: Location. How did the guest feel about the area and neighborhood?",1.1,0.0,4.356708826689592
41447606,271963489,Paris,Ile-de-France,France,48.8692,2.3494,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,1,39,171.05,175.5306213275409,4.480621327540888,1,4.87,100,1095,6,24,21,3,0.753,4.9,4.8,4.9,4.8,4.6,Great Location (6x); Very Clean (4x); Responsive Host (3x); Highly Recommend (2x); Well Equipped (2x),Too Small (2x); Too Hot (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Too Hot]: Opening doors and windows or using fans doesn’t stop carbon monoxide building up indoors. Although carbon monoxide can't be seen or smelled, it can rapidly lead to full incapacitation and death. If you start to feel sick, dizzy, or weak, get to fresh air right away—don’t delay.",88.2,125.0,5.683579767338681
6008098,8865586,Paris,Ile-de-France,France,48.86081,2.36167,Entire Place in Paris,entire_place,6,3,3,2.0,0,1,0,1,0,47,636.0,196.415142174728,-439.584857825272,0,4.9,100,31,10,24,24,0,0.999,4.9,5.0,4.9,5.0,4.8,Quiet Area (8x); Very Comfortable (7x); Great Location (4x); Responsive Host (4x); Great Host (3x),Too Hot (1x),"[Too Hot]: Opening doors and windows or using fans doesn’t stop carbon monoxide building up indoors. Although carbon monoxide can't be seen or smelled, it can rapidly lead to full incapacitation and death. If you start to feel sick, dizzy, or weak, get to fresh air right away—don’t delay.",81.7,78.0,4.9344739331306915
660583102865952289,204039138,Paris,Ile-de-France,France,48.87164,2.32586,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,27,154.0,323.32769899509435,169.32769899509435,0,4.07,100,1784,3,24,22,2,0.844,4.8,4.8,4.8,4.9,4.5,Great Location (7x); Very Comfortable (6x); Highly Recommend (4x); Will Return (4x); Responsive Host (3x),Dirty General (1x); Plumbing Issues (1x),"[Dirty General]: Clean and declutter. Show guests exactly what they can expect. “It’s surprising how many people forget to clear their spaces of random objects before taking photos,” says Jeff, a photographer and Superhost in Joshua Tree, California. || [Plumbing Issues]: Bathroom basics. This means providing: Shampoo and/or 2-in-1 shampoo and conditioner Body soap Hand soap Access to full bathroom facilities, including a seated, flushable toilet, a bathtub or shower, a sink, and hot and cold running water",74.6,77.20967741935483,4.430816798843313
8631590,14015494,Paris,Ile-de-France,France,48.85823,2.37424,Unique Stay in Paris,unique_stay,2,4,4,1.0,0,1,0,1,1,31,114.37,602.7352466908153,488.3652466908153,1,4.58,100,171,10,24,21,3,0.75,4.7,4.9,4.8,4.8,4.5,Responsive Host (6x); Highly Recommend (4x); Will Return (4x); Great Location (3x); Good Bed (2x),Too Small (3x); Hard To Find (2x); Too Hot (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews. || [Hard To Find]: Directions and transportation: Confirm the address of a home, with instructions for getting there. || [Too Hot]: Opening doors and windows or using fans doesn’t stop carbon monoxide building up indoors. Although carbon monoxide can't be seen or smelled, it can rapidly lead to full incapacitation and death. If you start to feel sick, dizzy, or weak, get to fresh air right away—don’t delay.",75.6,77.20967741935483,3.828641396489095
52099881,16405217,Paris,Ile-de-France,France,48.87817,2.35564,Entire Place in Paris,entire_place,3,1,1,1.0,0,1,0,1,0,25,172.0,417.6536945202653,245.65369452026528,0,4.8,91,45,11,24,23,1,0.909,4.9,5.0,5.0,4.7,4.6,Great Location (6x); Quiet Area (5x); Highly Recommend (4x); Very Clean (4x); Spacious (3x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,74.3,77.20967741935483,4.1588830833596715
1037780486463838268,549151518,Paris,Ile-de-France,France,48.8444,2.3485,Entire Place in Paris,entire_place,4,1,1,1.0,0,1,0,1,1,43,231.0,319.4318022698907,88.43180226989068,0,4.74,100,19,2,19,18,1,0.896,4.9,4.9,4.7,5.0,4.7,Spacious (4x); Great Location (3x); Responsive Host (3x); Will Return (3x); Very Clean (2x),No issues identified,Note: 1 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,75.9,86.0,3.912023005428146
1131686367424702684,7642792,Paris,Ile-de-France,France,48.8602585091112,2.354908876430834,Entire Place in Paris,entire_place,2,1,1,1.0,0,0,0,1,0,19,319.78,354.6774192091787,34.897419209178736,1,4.62,95,5949,12,2,2,0,1.0,,,,,,Very Comfortable (2x); Responsive Host (1x); Very Clean (1x),Too Small (1x),"[Too Small]: Be sure to showcase the changes you’ve made by updating your amenities, listing description, and photos. Adding just a few sought-after items can go a long way toward making guests feel more comfortable in your space—and could lead to great reviews.",75.2,77.20967741935483,5.181783550292085
32032724,7642792,Paris,Ile-de-France,France,48.85904,2.36315,Entire Place in Paris,entire_place,4,1,1,1.0,0,1,0,1,0,24,414.12,418.7042916900202,4.584291690020223,1,4.62,95,5949,12,24,21,3,0.768,4.7,4.6,4.7,4.8,4.2,Great Location (5x); Spacious (5x); Will Return (3x); Very Clean (3x); Very Comfortable (3x),No issues identified,Note: 3 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,82.0,78.0,4.48863636973214
1596929,7642792,Paris,Ile-de-France,France,48.862,2.3652,Entire Place in Paris,entire_place,3,1,1,1.0,0,1,0,1,0,21,337.96,462.4897791774663,124.52977917746631,1,4.62,95,5949,12,72,57,15,0.587,4.5,4.7,4.7,4.9,4.4,Great Location (22x); Walkable (9x); Quiet Area (9x); Responsive Host (9x); Very Comfortable (8x),No issues identified,Note: 15 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,74.2,77.20967741935483,4.382026634673881
20313940,11961861,Paris,Ile-de-France,France,48.86423,2.36099,Entire Place in Paris,entire_place,2,1,1,1.0,1,1,0,1,0,25,290.0,545.5523833338987,255.55238333389866,1,4.93,100,95,9,48,43,5,0.794,4.9,5.0,5.0,5.0,4.8,Great Location (12x); Will Return (12x); Very Comfortable (6x); Quiet Area (5x); Great Host (5x),No issues identified,Note: 5 negative review(s) detected but no specific issues were identified by our analysis. We recommend manually reviewing the feedback for insights.,70.3,55.0,4.9344739331306915
1102648563589931603,2160612,Paris,Ile-de-France,France,48.87051845146939,2.350318802855654,Entire Place in Paris,entire_place,2,1,1,1.0,0,1,0,1,0,31,144.67,224.11405905919884,79.44405905919885,1,4.96,100,23,1,23,23,0,1.0,4.9,5.0,5.0,4.9,4.9,Will Return (5x); Very Comfortable (5x); Highly Recommend (4x); Well Equipped (3x); Walkable (3x),No issues identified,No issues identified - keep up the great work!,88.8,125.0,4.90527477843843
